Perioden;Regio's;Gezondheid en welzijn/Huisartsenpraktijk/Afstand tot huisartsenpraktijk (km);Gezondheid en welzijn/Huisartsenpraktijk/Aantal huisartsenpraktijken/Binnen 1 km (aantal);Gezondheid en welzijn/Huisartsenpraktijk/Aantal huisartsenpraktijken/Binnen 3 km (aantal);Gezondheid en welzijn/Huisartsenpraktijk/Aantal huisartsenpraktijken/Binnen 5 km (aantal);Gezondheid en welzijn/Huisartsenpraktijk/Afstand tot huisartsenpost (km);Gezondheid en welzijn/Afstand tot apotheek (km);Gezondheid en welzijn/Ziekenhuis (incl. buitenpolikliniek)/Afstand tot ziekenhuis (km);Gezondheid en welzijn/Ziekenhuis (excl. buitenpolikliniek)/Afstand tot ziekenhuis (km);Gezondheid en welzijn/Afstand tot consultatiebureau (km);Gezondheid en welzijn/Fysiotherapeut/Afstand tot fysiotherapeut (km);Detailhandel/Winkels dagelijkse boodschappen/Afstand tot grote supermarkt (km);Detailhandel/Winkels dagelijkse boodschappen/Afstand tot ov. dagel. levensmiddelen (km);Detailhandel/Warenhuis/Afstand tot warenhuis (km);Horeca/Cafés en dergelijke/Afstand tot café e.d. (km);Horeca/Cafetaria's en dergelijke/Afstand tot cafetaria e.d. (km);Horeca/Restaurants/Afstand tot restaurant (km);Horeca/Hotels en dergelijke/Afstand tot hotel e.d. (km);Groenvoorzieningen/Openbaar groen/Afstand tot openbaar groen totaal (km);Groenvoorzieningen/Openbaar groen/Afstand tot park of plantsoen (km);Groenvoorzieningen/Openbaar groen/Afstand tot dagrecreatief terrein (km);Groenvoorzieningen/Openbaar groen/Afstand tot bos (km);Groenvoorzieningen/Openbaar groen/Afstand tot open natuurlijk terrein/Afstand tot open nat. terrein totaal (km);Groenvoorzieningen/Openbaar groen/Afstand tot open natuurlijk terrein/Afstand tot open droog nat. terrein (km);Groenvoorzieningen/Openbaar groen/Afstand tot open natuurlijk terrein/Afstand tot open nat natuurlijk terrein (km);Groenvoorzieningen/Semi-openbaar groen/Afstand tot semi-openbaar groen totaal (km);Groenvoorzieningen/Semi-openbaar groen/Afstand tot sportterrein (km);Groenvoorzieningen/Semi-openbaar groen/Afstand tot volkstuin (km);Groenvoorzieningen/Semi-openbaar groen/Afstand tot verblijfsrecreatief terrein (km);Groenvoorzieningen/Semi-openbaar groen/Afstand tot begraafplaats (km);Groenvoorzieningen/Afstand tot recreatief binnenwater (km);Vrije tijd en cultuur/Afstand tot bibliotheek (km);Vrije tijd en cultuur/Sport/Afstand tot zwembad (km);Vrije tijd en cultuur/Sport/Afstand tot kunstijsbaan (km);Vrije tijd en cultuur/Museum/Afstand tot museum (km);Vrije tijd en cultuur/Podiumkunsten (excl. festivals)/Afstand tot podiumkunsten totaal (km);Vrije tijd en cultuur/Podiumkunsten (excl. festivals)/Aantal podiumkunsten totaal/Binnen 5 km (aantal);Vrije tijd en cultuur/Podiumkunsten (excl. festivals)/Aantal podiumkunsten totaal/Binnen 10 km (aantal);Vrije tijd en cultuur/Podiumkunsten (excl. festivals)/Aantal podiumkunsten totaal/Binnen 20 km (aantal);Vrije tijd en cultuur/Podiumkunsten (excl. festivals)/Afstand tot poppodium (km);Vrije tijd en cultuur/Bioscoop/Afstand tot bioscoop (km);Vrije tijd en cultuur/Recreatie/Afstand tot sauna (km);Vrije tijd en cultuur/Recreatie/Afstand tot zonnebank (km);Vrije tijd en cultuur/Recreatie/Afstand tot attractie (km)
2021;Margraten;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;Meerlo-Wanssum;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;Meerlo-Wanssum;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;Meerlo-Wanssum;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Meerlo-Wanssum;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Meerlo-Wanssum;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;Meerlo-Wanssum;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;Meerssen;     0.8;     0.9;     2.6;     7.4;     8.7;     1.3;     6.5;     8.7;       .;       .;     1.0;     1.0;     2.3;     0.5;     0.5;     0.6;     2.2;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     2.5;     5.4;    10.9;     5.5;     7.0;     0.1;     3.7;     8.8;     7.5;     7.5;     5.9;     4.0;     7.5
2017;Meerssen;     0.8;     0.9;     2.6;     7.4;       .;     1.3;     6.5;     8.6;       .;       .;     1.0;     1.1;     2.3;     0.5;     0.5;     0.6;     2.2;     0.5;     1.2;     6.7;     0.6;     4.4;     5.0;     5.2;     0.8;     0.9;     4.0;     1.8;     2.0;     4.2;     2.1;     5.4;    10.9;     5.5;     7.0;     0.0;     3.7;     8.8;     7.5;     7.6;     5.9;     4.0;     7.5
2018;Meerssen;     0.8;     0.9;     2.7;     7.3;     8.8;     1.3;     6.5;     8.7;       .;       .;     1.0;     1.1;     2.3;     0.5;     0.5;     0.6;     2.2;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     2.1;     5.4;    11.0;     5.7;     7.0;     0.0;     3.5;     8.8;     7.5;     7.6;     5.8;     4.0;     7.5
2019;Meerssen;     0.8;     0.9;     2.7;     7.5;     8.9;     1.3;     6.5;     8.8;       .;       .;     1.0;     1.0;     2.3;     0.5;     0.5;     0.6;     2.2;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     2.1;     5.4;    10.9;     5.7;     7.1;     0.1;     3.7;     8.8;     7.6;     7.5;     2.2;     5.6;     7.5
2020;Meerssen;     0.8;     0.9;     2.7;     7.0;     8.9;     1.3;     6.4;     8.8;       .;       .;     1.0;     1.1;     2.3;     0.5;     0.5;     0.6;     2.2;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     2.1;     5.4;    10.9;     5.7;     7.2;     0.0;     3.7;     8.8;     7.7;     7.5;     2.2;     5.7;     7.5
2021;Meerssen;     0.8;     0.9;     2.7;     7.0;     8.8;     1.7;     6.4;     8.7;       .;       .;     1.0;     1.1;     2.3;     0.5;     0.5;     0.6;     2.2;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     2.1;     5.4;    10.9;     5.7;     7.1;     0.1;     3.7;     8.8;     7.6;     7.8;     2.2;     6.2;     7.5
2016;Meijel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017;Meijel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;Meijel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;Meijel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Meijel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;Meijel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;Mook en Middelaar;     1.0;     0.7;     2.2;     5.4;     9.6;     1.8;     8.7;     8.7;       .;       .;     1.0;     0.9;     3.1;     1.0;     0.7;     1.3;     1.8;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     2.9;     3.2;    12.2;     3.2;     4.5;     0.6;     4.8;    11.7;    11.0;     4.5;     6.9;     8.2;     9.8
2017;Mook en Middelaar;     1.0;     0.7;     2.1;     5.4;       .;     1.8;     8.7;     8.7;       .;       .;     1.0;     0.9;     3.1;     1.0;     0.7;     1.3;     1.8;     0.4;     1.2;     3.9;     0.6;     0.9;     0.9;     5.5;     0.8;     0.9;     1.9;     2.4;     3.3;     4.4;     2.9;     3.2;    12.2;     3.2;     4.5;     0.6;     4.7;    11.7;    11.0;     4.5;     6.9;     8.2;     9.9
2018;Mook en Middelaar;     1.0;     0.8;     2.1;     5.2;     9.6;     1.8;     8.8;     8.8;       .;       .;     1.0;     0.9;     3.1;     1.0;     0.7;     1.3;     1.8;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     3.1;     3.2;    12.2;     3.2;     4.5;     0.6;     4.7;    11.7;    11.0;     4.5;     6.9;     8.2;     9.9
2019;Mook en Middelaar;     1.0;     0.8;     2.2;     5.3;     9.3;     1.8;     8.7;     8.7;       .;       .;     1.0;     0.9;     3.1;     1.0;     0.7;     0.6;     1.6;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     3.1;     3.2;    12.1;     3.2;     4.5;     0.6;     4.7;    11.7;    11.0;     4.4;     6.9;     2.1;     9.8
2020;Mook en Middelaar;     1.0;     0.7;     2.2;     5.3;     9.3;     1.8;     8.9;     8.9;       .;       .;     1.0;     1.0;     3.2;     1.1;     0.7;     0.6;     1.6;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     3.1;     3.1;    12.2;     3.2;     4.5;     0.6;     4.6;    11.7;    11.2;     3.2;     6.9;     1.8;     3.2
2021;Mook en Middelaar;     1.0;     0.7;     2.1;     5.3;     9.3;     1.8;     8.9;     8.9;       .;       .;     1.0;     1.0;     3.2;     1.1;     0.7;     0.6;     1.6;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     3.1;     3.1;    12.3;     3.4;     4.5;     0.6;     3.2;    12.7;    11.4;     3.2;     8.0;     1.8;     3.2
2016;Nederweert;     1.4;     1.2;     2.2;     4.6;     7.1;     2.2;     7.2;     7.2;       .;       .;     1.4;     0.8;     2.3;     0.8;     1.0;     1.3;     1.5;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     2.1;     2.4;    30.6;     3.3;     7.4;     0.0;     0.9;     1.5;    21.6;     7.1;    17.0;     7.3;    16.6
2017;Nederweert;     1.4;     1.2;     2.2;     4.7;       .;     2.2;     7.1;     7.2;       .;       .;     1.4;     0.8;     2.3;     0.8;     1.0;     1.2;     1.5;     1.7;     3.1;     5.1;     1.8;     2.3;     2.7;     3.1;     1.0;     1.1;     7.4;     2.1;     2.6;     5.4;     2.3;     2.4;    30.6;     3.3;     7.4;     0.0;     0.9;     2.4;    21.6;     7.1;    17.0;     7.3;    16.8
2018;Nederweert;     1.4;     1.2;     2.2;     4.6;     7.2;     2.2;     7.2;     7.2;       .;       .;     1.4;     0.8;     2.3;     0.8;     1.0;     1.3;     1.5;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     2.3;     2.4;    30.6;     3.4;     7.4;     0.0;     0.9;     2.4;    21.7;     7.1;    17.0;     7.3;    16.8
2019;Nederweert;     1.4;     1.1;     2.2;     4.7;     7.1;     2.2;     7.1;     7.1;       .;       .;     1.4;     0.8;     2.3;     0.8;     1.0;     1.3;     1.5;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     2.3;     2.5;    30.6;     3.4;     7.4;     0.0;     0.9;     2.4;    21.7;     7.1;    16.9;     7.3;    16.8
2020;Nederweert;     2.1;     1.0;     1.9;     4.0;     7.0;     2.2;     7.0;     7.0;       .;       .;     1.4;     0.8;     2.3;     0.8;     1.0;     1.3;     1.5;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     2.3;     2.5;    30.6;     3.4;     7.3;     0.0;     0.9;     2.4;    21.6;     7.0;    16.3;     2.4;    16.8
2021;Nederweert;     2.1;     1.0;     1.9;     4.0;     7.1;     2.2;     7.1;     7.1;       .;       .;     1.4;     0.8;     2.3;     0.9;     1.0;     1.1;     1.5;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     2.3;     2.5;    30.6;     3.4;     7.3;     0.0;     1.7;     3.4;     7.4;     7.1;    16.3;     2.5;     9.6
2016;Nuth;     0.9;     0.9;     2.8;     9.0;    10.1;     1.6;     9.5;    10.1;       .;       .;     0.9;     0.8;     4.1;     0.6;     0.6;     0.8;     3.0;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     1.1;     3.8;     9.1;     3.5;     6.2;     0.3;     2.1;    10.2;     9.8;     9.3;     4.1;     4.8;     5.6
2017;Nuth;     0.8;     0.9;     2.8;     9.1;       .;     1.6;     9.5;    10.1;       .;       .;     0.9;     0.8;     4.1;     0.6;     0.6;     0.8;     3.0;     0.8;     2.3;     3.3;     0.8;     3.4;     4.1;     5.2;     0.6;     0.8;     4.5;     2.3;     1.6;     4.3;     1.0;     3.8;     9.1;     3.6;     6.2;     0.3;     2.1;     9.4;     9.8;     9.3;     4.0;     4.8;     5.6
2018;Nuth;     0.9;     0.9;     2.6;     7.7;    10.4;     1.6;     9.7;    10.1;       .;       .;     0.9;     0.8;     4.8;     0.6;     0.6;     0.8;     3.3;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     1.1;     4.4;     9.1;     4.0;     6.2;     0.3;     2.1;     9.2;     9.8;     9.3;     4.2;     4.5;     5.6
2019;Nuth;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Nuth;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;Nuth;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;Oldenzaal;     0.7;     1.9;     9.1;    11.2;     2.0;     1.3;     2.0;    12.6;       .;       .;     0.8;     0.8;     1.7;     1.0;     0.8;     0.7;     1.6;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     1.9;     1.9;    15.2;     1.8;     1.9;     1.0;     1.5;    11.4;    11.6;    11.4;     2.6;     1.6;    12.4
2017;Oldenzaal;     0.7;     1.9;     9.1;    11.2;       .;     1.3;     2.0;    12.6;       .;       .;     0.8;     0.8;     1.8;     1.0;     0.8;     0.7;     1.6;     0.6;     0.6;     2.9;     1.2;     2.7;     2.7;     5.9;     0.7;     0.7;     2.9;     2.5;     1.7;     2.9;     1.9;     1.9;    15.2;     1.8;     1.9;     1.0;     1.5;    11.4;    11.6;    11.4;     2.6;     1.6;    12.4
2018;Oldenzaal;     1.0;     1.6;     8.4;    10.2;     2.0;     1.3;     2.0;    12.5;       .;       .;     0.8;     0.9;     1.7;     1.0;     0.8;     0.7;     1.6;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     1.9;     1.9;    15.1;     1.8;     1.9;     1.0;     1.4;    10.4;    12.3;    11.4;     2.6;     1.6;    12.4
2019;Oldenzaal;     1.0;     1.6;     8.5;    10.2;     2.0;     1.1;     2.0;    12.5;       .;       .;     0.8;     0.9;     1.7;     1.0;     0.9;     0.8;     1.6;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     1.8;     1.9;    14.8;     1.8;     1.9;     1.0;     1.8;    11.4;    12.2;    11.3;     2.6;     1.6;    12.3
2020;Oldenzaal;     0.9;     1.3;     6.8;     8.2;    12.4;     1.5;     2.0;    12.4;       .;       .;     0.8;     0.9;     1.7;     1.0;     0.9;     0.8;     1.6;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     1.8;     1.9;    14.8;     1.8;     1.9;     1.0;     1.8;    11.4;    12.2;    11.3;     2.6;     1.6;    12.2
2021;Oldenzaal;     0.9;     1.3;     6.7;     8.2;    12.6;     1.3;     2.0;    12.6;       .;       .;     0.8;     0.8;     1.7;     1.0;     0.9;     0.8;     1.6;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     1.8;     1.9;    14.8;     1.8;     1.9;     1.0;     1.7;    11.3;    12.2;    11.4;     2.6;     1.6;    12.2
2016;Olst-Wijhe;     1.6;     0.5;     1.2;     1.5;    11.3;     1.8;     9.5;    14.0;       .;       .;     1.8;     1.3;     4.8;     2.1;     1.9;     1.0;     8.6;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     2.1;     9.0;    17.4;     6.3;     6.4;     0.4;     1.3;     6.9;    13.3;    10.5;    16.2;    11.2;     4.6
2017;Olst-Wijhe;     1.6;     0.5;     1.2;     1.5;       .;     1.9;     9.5;    14.0;       .;       .;     1.9;     1.3;     4.8;     2.2;     1.9;     1.0;     8.6;     0.6;     2.1;     4.4;     1.0;     3.9;     9.7;     3.9;     1.1;     1.4;     2.6;     3.1;     3.2;     7.9;     2.1;     9.1;    17.4;     6.3;     6.4;     0.4;     1.3;     7.1;    13.3;    10.5;    16.2;    11.2;     4.6
2018;Olst-Wijhe;     1.6;     0.5;     1.2;     1.6;    11.2;     1.8;     9.6;    14.0;       .;       .;     1.9;     1.3;     4.8;     2.2;     1.9;     1.1;     8.6;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     2.1;     9.1;    17.4;     6.3;    11.0;     0.0;     0.4;     6.1;    13.3;    10.5;    16.1;    10.9;     4.6
2019;Olst-Wijhe;     1.6;     0.5;     1.2;     1.6;    11.1;     1.8;    10.3;    14.0;       .;       .;     1.9;     1.3;     4.8;     2.1;     1.9;     1.1;     8.6;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     2.1;     9.1;    16.8;     6.3;    11.1;     0.0;     0.4;     6.1;    13.3;    10.5;    15.4;    10.9;     4.6
2020;Olst-Wijhe;     1.7;     0.5;     1.2;     1.5;    11.1;     1.9;    10.3;    14.0;       .;       .;     1.9;     1.3;     4.8;     2.2;     4.1;     1.1;     8.3;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     2.1;     9.2;    16.8;     6.3;    11.0;     0.0;     0.4;     6.1;    13.3;    10.5;    15.5;     9.6;     4.8
2021;Olst-Wijhe;     1.7;     0.4;     1.2;     1.5;    12.7;     1.9;    10.3;    14.0;       .;       .;     1.9;     1.2;     4.9;     2.2;     1.9;     1.1;     8.5;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     2.1;     9.7;    16.8;     6.3;    11.0;     0.0;     0.4;     6.1;    13.3;    10.8;    15.5;     9.6;     4.8
2016;Ommen;     2.2;     0.6;     2.0;     2.4;    16.1;     2.4;     3.4;    17.1;       .;       .;     1.8;     1.8;     2.8;     2.0;     2.0;     1.4;     3.1;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     2.1;     3.6;    37.9;     3.1;    14.8;     0.0;     0.0;     2.7;    24.3;    14.8;     4.2;    13.3;     3.0
2017;Ommen;     2.2;     0.6;     2.0;     2.4;       .;     2.2;     3.4;    17.1;       .;       .;     1.7;     1.9;     2.8;     2.4;     2.0;     1.4;     3.2;     0.4;     2.1;     2.5;     0.9;     3.0;     3.0;     3.6;     1.3;     1.9;     3.9;     1.8;     3.6;     2.7;     2.1;     3.6;    38.0;     3.1;    12.9;     0.0;     0.1;     3.6;    24.3;    14.8;     4.2;    13.2;     2.9
2018;Ommen;     2.2;     0.6;     2.0;     2.4;    15.6;     2.2;     3.4;    17.1;       .;       .;     1.7;     1.9;     2.8;     2.1;     2.0;     1.5;     2.6;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     2.4;     3.6;    38.0;     3.5;    12.9;     0.0;     0.1;     3.6;    24.2;    14.8;     4.2;    13.3;     2.9
2019;Ommen;     2.3;     0.6;     2.0;     2.4;    15.5;     2.4;     3.5;    16.9;       .;       .;     1.8;     1.9;     2.8;     2.0;     1.9;     1.5;     2.5;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     2.5;     3.5;    37.7;     3.5;    12.9;     0.0;     0.1;     3.5;    24.2;    15.1;     4.3;    13.3;     2.9
2020;Ommen;     2.3;     0.6;     2.0;     2.4;    15.7;     2.3;     3.5;    16.9;       .;       .;     1.7;     1.9;     2.8;     2.0;     2.0;     1.5;     2.5;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     2.4;     3.5;    37.7;     3.5;    12.9;     0.0;     0.1;     3.5;    24.4;    15.1;     4.3;    13.2;     2.9
2021;Ommen;     2.3;     0.6;     2.0;     2.3;    15.7;     2.3;     3.4;    16.9;       .;       .;     2.1;     1.8;     3.2;     2.1;     1.9;     1.5;     2.6;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     2.5;     3.5;    37.7;     3.5;    12.9;     0.0;     0.1;     3.5;    24.4;    15.1;     4.3;    13.2;     2.9
2016;Onderbanken;     1.0;     0.7;     2.6;     8.4;    10.8;     1.4;     3.4;    10.8;       .;       .;     1.4;     0.8;     3.5;     0.8;     0.9;     0.9;     1.2;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     1.2;     3.4;    11.4;     7.9;     9.7;     0.0;     1.0;     7.0;     9.7;     9.6;     6.2;     3.9;    10.4
2017;Onderbanken;     1.0;     0.7;     2.6;     9.2;       .;     1.4;     3.4;    10.8;       .;       .;     1.4;     0.8;     3.5;     0.8;     0.9;     0.9;     1.2;     0.7;     1.4;     3.4;     0.7;     1.4;     1.7;     1.9;     0.5;     0.6;     1.8;     1.5;     2.1;     3.1;     1.2;     3.4;    11.4;     8.0;     9.7;     0.0;     1.0;     6.0;     9.7;     9.6;     5.2;     3.9;    10.4
2018;Onderbanken;     1.0;     0.7;     2.5;     8.8;    10.9;     1.4;     3.4;    10.8;       .;       .;     1.4;     0.8;     3.6;     0.8;     0.9;     0.9;     1.2;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     1.2;     3.4;    11.4;     7.9;     9.7;     0.0;     1.0;     6.0;     9.7;     9.6;     5.2;     4.0;    10.4
2019;Onderbanken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Onderbanken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;Onderbanken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;Peel en Maas;     1.6;     0.5;     1.1;     2.2;    12.8;     1.6;     5.0;    10.4;       .;       .;     1.2;     0.9;     4.2;     0.7;     0.8;     0.8;     2.3;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     1.3;     4.5;    42.2;     4.6;    14.0;     0.0;     0.4;     3.9;    14.8;     4.7;    12.0;    10.5;     4.1
2017;Peel en Maas;     1.6;     0.5;     1.1;     2.2;       .;     1.6;     5.0;    13.3;       .;       .;     1.2;     0.9;     4.2;     0.7;     0.8;     0.8;     2.3;     0.6;     2.0;     4.3;     0.9;     2.9;     4.1;     3.9;     1.0;     1.2;    10.4;     1.6;     4.8;     5.3;     1.3;     4.5;    42.2;     4.6;     5.0;     0.4;     1.4;     4.3;    14.8;     4.7;    12.0;    10.5;     4.1
2018;Peel en Maas;     1.6;     0.5;     1.1;     2.1;    12.8;     1.6;     5.0;    13.3;       .;       .;     1.2;     0.9;     4.4;     0.7;     0.8;     0.8;     2.3;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     1.6;     4.5;    42.2;     4.7;     5.1;     0.4;     1.4;     4.3;    15.3;     4.8;    12.0;    10.2;     4.1
2019;Peel en Maas;     1.5;     0.6;     1.2;     2.6;    12.8;     1.6;     4.8;    12.6;       .;       .;     1.2;     0.9;     4.2;     0.7;     0.8;     0.8;     2.2;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     1.6;     4.4;    42.1;     4.7;     5.0;     0.4;     1.4;     4.4;    15.0;     4.7;    12.0;    10.2;     4.0
2020;Peel en Maas;     1.5;     0.6;     1.2;     2.6;    13.0;     1.6;     4.9;    12.6;       .;       .;     1.2;     0.9;     4.2;     0.7;     0.8;     0.9;     2.2;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     1.6;     4.2;    42.2;     3.8;     5.0;     0.4;     1.4;     4.4;    15.1;     4.7;    12.0;     9.5;     5.3
2021;Peel en Maas;     1.5;     0.6;     1.2;     2.1;    13.4;     1.7;     5.0;    13.1;       .;       .;     1.2;     0.9;     4.5;     0.7;     0.8;     0.9;     2.2;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     1.6;     4.5;    42.2;     4.5;     5.0;     0.4;     1.4;     4.5;    14.6;     4.8;    16.5;     9.5;     4.7
2016;Raalte;     1.4;     0.8;     2.3;     3.6;     4.4;     1.6;     4.9;    15.8;       .;       .;     1.6;     1.1;     4.0;     2.3;     1.8;     1.0;     3.6;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     2.5;     4.5;    19.7;     6.4;     5.0;     0.6;     1.1;     6.6;    17.5;     6.9;    12.4;    13.8;    10.6
2017;Raalte;     1.5;     0.6;     1.8;     2.6;       .;     1.6;     4.9;    15.8;       .;       .;     1.6;     1.2;     4.0;     2.3;     1.8;     1.0;     3.6;     0.6;     2.0;     5.9;     1.2;     3.2;     4.7;     3.7;     0.9;     1.3;     2.6;     2.7;     2.7;     3.4;     2.5;     4.5;    19.8;     6.3;     5.0;     0.6;     1.3;     7.5;    17.5;     6.9;    12.4;    13.8;    10.6
2018;Raalte;     1.3;     0.6;     1.8;     2.6;     4.4;     1.5;     4.8;    15.8;       .;       .;     1.6;     1.2;     4.0;     2.3;     1.8;     1.0;     3.6;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     2.5;     4.5;    19.8;     6.3;     5.0;     0.6;     1.2;     6.6;    17.5;     6.9;    12.4;    13.9;    10.6
2019;Raalte;     1.3;     0.6;     1.8;     2.7;     4.3;     1.5;     4.9;    15.9;       .;       .;     1.6;     1.2;     3.9;     2.3;     1.8;     1.0;     3.6;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     2.5;     4.5;    19.4;     6.1;     5.0;     0.6;     1.2;     6.6;    17.5;     7.2;    11.9;    13.8;     5.7
2020;Raalte;     1.5;     0.6;     1.8;     2.2;     4.4;     1.6;     4.9;    15.9;       .;       .;     1.6;     1.1;     3.9;     2.3;     1.4;     1.0;     3.6;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     2.5;     4.5;    19.4;     6.1;     5.0;     0.6;     1.2;     6.6;    17.5;     7.2;    13.8;     4.3;     5.7
2021;Raalte;     1.6;     0.5;     1.7;     2.1;     4.4;     1.6;     4.9;    15.9;       .;       .;     1.6;     1.3;     4.1;     1.7;     1.7;     1.0;     3.6;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     2.5;     4.6;    19.5;     6.1;     5.0;     0.6;     1.2;     6.5;    17.5;     7.2;    13.8;     4.3;     5.9
2016;Rijssen-Holten;     1.3;     1.2;     3.8;     4.9;    13.2;     1.5;     3.2;    13.3;       .;       .;     1.0;     0.7;     1.6;     1.1;     1.1;     0.9;     1.7;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;     1.6;     3.7;    20.9;     2.5;     3.7;     0.8;     2.1;     7.8;    22.0;     9.2;    10.7;     3.4;     8.5
2017;Rijssen-Holten;     1.4;     1.2;     3.8;     4.8;       .;     1.5;     3.2;    13.3;       .;       .;     1.0;     0.7;     1.6;     1.1;     1.1;     0.9;     1.7;     0.4;     0.7;     2.1;     0.8;     1.6;     2.0;     2.5;     0.7;     0.9;     2.7;     1.9;     1.6;     6.9;     1.6;     3.7;    20.9;     2.5;     3.7;     0.8;     2.1;     7.8;    21.9;     9.2;    10.7;     3.4;     8.5
